Vital_ID,Vital_Type,Age_Group,Condition_Modifier,Critical_Low_Threshold,Critical_High_Threshold,Moderate_Low_Threshold,Moderate_High_Threshold,Critical_Instability_Score,Moderate_Instability_Score
VITAL00616,Heart_Rate,Infant,Resting,82.0,201.0,73.0,143.0,4,2
VITAL00617,Temperature,Child,Resting,67.0,246.0,76.0,152.0,4,2
VITAL00618,Temperature,Very_Elderly,Resting,44.0,248.0,73.0,120.0,4,2
VITAL00619,Heart_Rate,Infant,Post_Surgery,67.0,186.0,71.0,172.0,3,2
VITAL00620,Blood_Sugar,Middle_Age,ICU,31.0,246.0,77.0,166.0,4,2
VITAL00621,Blood_Pressure_Systolic,Child,ICU,54.0,239.0,64.0,135.0,4,2
VITAL00622,Blood_Pressure_Systolic,Middle_Age,Resting,40.0,157.0,62.0,172.0,4,2
VITAL00623,Oxygen_Saturation,Adult,Resting,36.0,241.0,61.0,170.0,3,1
VITAL00624,Blood_Pressure_Diastolic,Adolescent,ICU,40.0,224.0,60.0,176.0,4,2
VITAL00625,Blood_Sugar,Middle_Age,Resting,62.0,161.0,69.0,174.0,4,2
VITAL00626,Blood_Sugar,Child,Resting,72.0,217.0,92.0,157.0,3,1
VITAL00627,Blood_Pressure_Diastolic,Very_Elderly,Moderate_Exercise,34.0,212.0,80.0,137.0,4,2
VITAL00628,Blood_Pressure_Systolic,Adolescent,Intense_Exercise,79.0,169.0,79.0,167.0,4,2
VITAL00629,Respiratory_Rate,Infant,Light_Activity,76.0,226.0,94.0,137.0,3,1
VITAL00630,Temperature,Infant,Post_Surgery,65.0,158.0,85.0,120.0,3,2
VITAL00631,Respiratory_Rate,Young_Adult,Post_Surgery,59.0,191.0,71.0,163.0,3,1
VITAL00632,Blood_Pressure_Systolic,Very_Elderly,Post_Surgery,49.0,240.0,88.0,121.0,3,1
VITAL00633,Temperature,Child,Moderate_Exercise,39.0,206.0,85.0,153.0,4,2
VITAL00634,Temperature,Young_Adult,Intense_Exercise,30.0,164.0,63.0,122.0,3,2
VITAL00635,Blood_Pressure_Systolic,Child,Resting,31.0,168.0,78.0,165.0,3,1
VITAL00636,Heart_Rate,Middle_Age,Resting,86.0,233.0,96.0,121.0,3,1
VITAL00637,Heart_Rate,Child,Moderate_Exercise,51.0,183.0,81.0,131.0,4,1
VITAL00638,Respiratory_Rate,Child,Intense_Exercise,75.0,161.0,90.0,172.0,4,2
VITAL00639,Heart_Rate,Elderly,Resting,65.0,163.0,85.0,147.0,3,2
VITAL00640,Blood_Pressure_Systolic,Middle_Age,Post_Surgery,52.0,184.0,74.0,172.0,3,1
VITAL00641,Blood_Pressure_Diastolic,Adult,Post_Surgery,37.0,151.0,79.0,160.0,3,1
VITAL00642,Oxygen_Saturation,Young_Adult,Moderate_Exercise,31.0,189.0,74.0,172.0,4,2
VITAL00643,Temperature,Child,Light_Activity,42.0,177.0,99.0,162.0,3,1
VITAL00644,Respiratory_Rate,Middle_Age,Light_Activity,44.0,211.0,92.0,172.0,3,2
VITAL00645,Respiratory_Rate,Adolescent,Moderate_Exercise,59.0,217.0,98.0,130.0,4,1
VITAL00646,Blood_Sugar,Very_Elderly,Post_Surgery,77.0,231.0,73.0,134.0,3,2
VITAL00647,Temperature,Infant,Moderate_Exercise,52.0,248.0,64.0,120.0,4,2
VITAL00648,Blood_Pressure_Diastolic,Young_Adult,ICU,44.0,245.0,83.0,155.0,3,2
VITAL00649,Blood_Pressure_Diastolic,Adult,Intense_Exercise,39.0,247.0,99.0,177.0,4,1
VITAL00650,Heart_Rate,Infant,Post_Surgery,47.0,203.0,67.0,150.0,4,2
VITAL00651,Blood_Sugar,Child,Intense_Exercise,47.0,162.0,96.0,130.0,3,2
VITAL00652,Temperature,Young_Adult,Moderate_Exercise,37.0,230.0,97.0,132.0,3,1
VITAL00653,Oxygen_Saturation,Elderly,Light_Activity,74.0,157.0,78.0,161.0,4,1
VITAL00654,Oxygen_Saturation,Elderly,Moderate_Exercise,83.0,212.0,66.0,169.0,3,1
VITAL00655,Blood_Sugar,Infant,ICU,42.0,210.0,78.0,174.0,3,1
VITAL00656,Oxygen_Saturation,Middle_Age,Post_Surgery,31.0,171.0,67.0,162.0,3,2
VITAL00657,Heart_Rate,Child,Resting,41.0,152.0,80.0,124.0,4,1
VITAL00658,Temperature,Middle_Age,Moderate_Exercise,85.0,150.0,62.0,173.0,4,2
VITAL00659,Respiratory_Rate,Very_Elderly,Resting,82.0,223.0,72.0,138.0,3,1
VITAL00660,Respiratory_Rate,Infant,Intense_Exercise,81.0,243.0,73.0,177.0,4,2
VITAL00661,Blood_Sugar,Very_Elderly,Moderate_Exercise,78.0,163.0,96.0,147.0,3,2
VITAL00662,Respiratory_Rate,Elderly,Intense_Exercise,54.0,224.0,86.0,176.0,3,1
VITAL00663,Blood_Pressure_Diastolic,Very_Elderly,Resting,52.0,198.0,76.0,122.0,3,1
VITAL00664,Blood_Pressure_Systolic,Elderly,Resting,85.0,203.0,67.0,174.0,3,2
VITAL00665,Blood_Pressure_Systolic,Adult,Light_Activity,71.0,180.0,67.0,120.0,3,1
VITAL00666,Blood_Sugar,Infant,Light_Activity,68.0,154.0,93.0,166.0,3,2
VITAL00667,Blood_Pressure_Systolic,Very_Elderly,Light_Activity,39.0,187.0,73.0,127.0,3,1
VITAL00668,Oxygen_Saturation,Middle_Age,Light_Activity,79.0,210.0,96.0,140.0,3,2
VITAL00669,Temperature,Elderly,Post_Surgery,71.0,173.0,80.0,172.0,3,1
VITAL00670,Blood_Pressure_Diastolic,Child,Moderate_Exercise,61.0,211.0,65.0,126.0,3,1
VITAL00671,Temperature,Very_Elderly,Post_Surgery,63.0,213.0,71.0,137.0,3,2
VITAL00672,Blood_Pressure_Systolic,Infant,ICU,31.0,234.0,82.0,152.0,4,1
VITAL00673,Respiratory_Rate,Elderly,Resting,85.0,178.0,97.0,136.0,4,1
VITAL00674,Respiratory_Rate,Infant,Resting,50.0,172.0,77.0,163.0,4,2
VITAL00675,Blood_Sugar,Middle_Age,Light_Activity,53.0,158.0,88.0,130.0,3,2
VITAL00676,Heart_Rate,Very_Elderly,Moderate_Exercise,37.0,217.0,83.0,168.0,4,2
VITAL00677,Heart_Rate,Infant,ICU,41.0,175.0,78.0,169.0,4,2
VITAL00678,Respiratory_Rate,Adult,Post_Surgery,71.0,209.0,84.0,160.0,4,1
VITAL00679,Blood_Pressure_Systolic,Adult,Moderate_Exercise,61.0,197.0,83.0,159.0,3,2
VITAL00680,Heart_Rate,Young_Adult,Post_Surgery,63.0,199.0,79.0,142.0,4,2
VITAL00681,Heart_Rate,Adult,Intense_Exercise,47.0,245.0,98.0,158.0,3,2
VITAL00682,Oxygen_Saturation,Adolescent,Intense_Exercise,66.0,239.0,86.0,163.0,3,1
VITAL00683,Respiratory_Rate,Adolescent,Intense_Exercise,88.0,176.0,76.0,134.0,4,1
VITAL00684,Blood_Sugar,Young_Adult,Post_Surgery,51.0,192.0,94.0,173.0,3,1
VITAL00685,Heart_Rate,Child,Post_Surgery,67.0,221.0,64.0,158.0,4,2
VITAL00686,Oxygen_Saturation,Child,ICU,84.0,248.0,73.0,121.0,3,1
VITAL00687,Blood_Sugar,Young_Adult,Post_Surgery,48.0,223.0,61.0,164.0,4,1
VITAL00688,Blood_Pressure_Diastolic,Young_Adult,Moderate_Exercise,74.0,156.0,62.0,120.0,4,1
VITAL00689,Oxygen_Saturation,Adult,Resting,52.0,162.0,97.0,179.0,4,2
VITAL00690,Heart_Rate,Middle_Age,Light_Activity,64.0,180.0,92.0,143.0,3,2
VITAL00691,Temperature,Adolescent,Intense_Exercise,82.0,168.0,79.0,122.0,3,1
VITAL00692,Respiratory_Rate,Very_Elderly,ICU,60.0,168.0,86.0,130.0,3,2
VITAL00693,Respiratory_Rate,Child,Light_Activity,40.0,230.0,93.0,169.0,3,1
VITAL00694,Heart_Rate,Elderly,Resting,71.0,236.0,67.0,132.0,4,2
VITAL00695,Blood_Sugar,Elderly,Resting,88.0,230.0,97.0,134.0,3,1
VITAL00696,Blood_Pressure_Systolic,Child,Light_Activity,77.0,152.0,94.0,155.0,3,2
VITAL00697,Blood_Pressure_Systolic,Child,Light_Activity,55.0,201.0,83.0,125.0,3,2
VITAL00698,Blood_Sugar,Very_Elderly,Post_Surgery,57.0,194.0,73.0,158.0,3,1
VITAL00699,Respiratory_Rate,Child,Post_Surgery,41.0,199.0,93.0,154.0,4,1
VITAL00700,Respiratory_Rate,Very_Elderly,ICU,82.0,172.0,60.0,139.0,4,2
VITAL00701,Oxygen_Saturation,Adolescent,Post_Surgery,83.0,169.0,73.0,124.0,4,1
VITAL00702,Blood_Sugar,Young_Adult,Resting,41.0,215.0,69.0,132.0,3,2
VITAL00703,Temperature,Infant,Intense_Exercise,53.0,175.0,92.0,160.0,4,1
VITAL00704,Respiratory_Rate,Adolescent,Moderate_Exercise,38.0,244.0,83.0,162.0,4,1
VITAL00705,Temperature,Adult,Resting,83.0,171.0,92.0,151.0,3,1
VITAL00706,Blood_Sugar,Infant,Post_Surgery,44.0,235.0,75.0,154.0,3,1
VITAL00707,Oxygen_Saturation,Infant,Intense_Exercise,54.0,202.0,69.0,135.0,4,1
VITAL00708,Blood_Pressure_Diastolic,Middle_Age,Resting,79.0,178.0,76.0,177.0,3,2
VITAL00709,Temperature,Adult,Intense_Exercise,33.0,202.0,74.0,123.0,3,2
VITAL00710,Oxygen_Saturation,Elderly,ICU,82.0,205.0,65.0,124.0,3,1
VITAL00711,Respiratory_Rate,Infant,Moderate_Exercise,35.0,183.0,64.0,167.0,4,2
VITAL00712,Blood_Sugar,Infant,Intense_Exercise,42.0,241.0,66.0,176.0,3,2
VITAL00713,Temperature,Infant,Light_Activity,62.0,204.0,82.0,156.0,4,2
VITAL00714,Blood_Sugar,Middle_Age,ICU,81.0,224.0,72.0,171.0,3,2
VITAL00715,Heart_Rate,Adolescent,Post_Surgery,45.0,242.0,79.0,151.0,3,2
VITAL00716,Temperature,Very_Elderly,Light_Activity,38.0,245.0,63.0,169.0,4,1
VITAL00717,Respiratory_Rate,Adult,Resting,74.0,159.0,63.0,167.0,4,1
VITAL00718,Respiratory_Rate,Infant,Moderate_Exercise,31.0,241.0,71.0,159.0,3,1
VITAL00719,Blood_Pressure_Systolic,Infant,Light_Activity,63.0,247.0,95.0,169.0,4,1
VITAL00720,Heart_Rate,Child,Intense_Exercise,68.0,155.0,60.0,160.0,4,1
VITAL00721,Oxygen_Saturation,Child,Intense_Exercise,30.0,233.0,95.0,157.0,4,1
VITAL00722,Respiratory_Rate,Adolescent,Light_Activity,32.0,199.0,79.0,165.0,4,2
VITAL00723,Respiratory_Rate,Very_Elderly,Light_Activity,40.0,205.0,60.0,149.0,4,1
VITAL00724,Blood_Pressure_Systolic,Infant,Moderate_Exercise,81.0,227.0,79.0,165.0,4,1
VITAL00725,Blood_Pressure_Diastolic,Young_Adult,Resting,41.0,161.0,98.0,121.0,3,2
VITAL00726,Blood_Pressure_Systolic,Adolescent,Moderate_Exercise,40.0,197.0,72.0,137.0,3,1
VITAL00727,Blood_Pressure_Systolic,Elderly,Moderate_Exercise,40.0,179.0,60.0,132.0,3,2
VITAL00728,Respiratory_Rate,Infant,Moderate_Exercise,51.0,169.0,73.0,133.0,4,1
VITAL00729,Temperature,Middle_Age,ICU,68.0,242.0,97.0,128.0,4,2
VITAL00730,Blood_Sugar,Middle_Age,Resting,55.0,198.0,95.0,139.0,3,1
VITAL00731,Blood_Pressure_Diastolic,Young_Adult,Resting,37.0,176.0,80.0,130.0,3,1
VITAL00732,Blood_Pressure_Diastolic,Very_Elderly,ICU,87.0,196.0,64.0,145.0,3,1
VITAL00733,Heart_Rate,Adult,Intense_Exercise,77.0,237.0,83.0,153.0,3,2
VITAL00734,Blood_Pressure_Systolic,Middle_Age,Intense_Exercise,49.0,226.0,89.0,156.0,3,2
VITAL00735,Heart_Rate,Infant,Light_Activity,42.0,187.0,73.0,155.0,3,2
VITAL00736,Blood_Sugar,Very_Elderly,Resting,70.0,154.0,70.0,135.0,4,1
VITAL00737,Heart_Rate,Infant,Resting,60.0,221.0,71.0,127.0,3,1
VITAL00738,Respiratory_Rate,Adult,Post_Surgery,52.0,154.0,67.0,122.0,3,1
VITAL00739,Temperature,Young_Adult,Post_Surgery,34.0,191.0,84.0,151.0,4,1
VITAL00740,Blood_Pressure_Diastolic,Elderly,Post_Surgery,53.0,237.0,98.0,179.0,3,2
VITAL00741,Blood_Pressure_Diastolic,Infant,Resting,75.0,171.0,77.0,136.0,3,2
VITAL00742,Blood_Pressure_Diastolic,Infant,Light_Activity,52.0,157.0,92.0,131.0,3,2
VITAL00743,Oxygen_Saturation,Child,Moderate_Exercise,68.0,226.0,80.0,176.0,3,1
VITAL00744,Blood_Sugar,Adolescent,Intense_Exercise,84.0,177.0,66.0,137.0,4,1
VITAL00745,Blood_Sugar,Adolescent,Resting,71.0,182.0,82.0,172.0,3,1
VITAL00746,Respiratory_Rate,Elderly,ICU,68.0,213.0,78.0,138.0,4,1
VITAL00747,Respiratory_Rate,Middle_Age,ICU,58.0,224.0,88.0,127.0,3,1
VITAL00748,Blood_Sugar,Very_Elderly,Moderate_Exercise,34.0,244.0,69.0,162.0,4,1
VITAL00749,Oxygen_Saturation,Very_Elderly,Resting,76.0,224.0,93.0,143.0,4,1
VITAL00750,Oxygen_Saturation,Elderly,Post_Surgery,73.0,173.0,61.0,127.0,3,1
VITAL00751,Blood_Sugar,Very_Elderly,Light_Activity,73.0,184.0,63.0,131.0,3,1
VITAL00752,Heart_Rate,Infant,Resting,45.0,171.0,76.0,144.0,3,2
VITAL00753,Respiratory_Rate,Very_Elderly,Light_Activity,44.0,169.0,90.0,169.0,3,2
VITAL00754,Respiratory_Rate,Middle_Age,Post_Surgery,83.0,208.0,86.0,165.0,4,2
VITAL00755,Respiratory_Rate,Adult,Post_Surgery,46.0,243.0,63.0,161.0,4,1
VITAL00756,Oxygen_Saturation,Adolescent,ICU,36.0,188.0,94.0,132.0,4,1
VITAL00757,Blood_Pressure_Diastolic,Child,ICU,65.0,241.0,91.0,163.0,4,2
VITAL00758,Heart_Rate,Child,Resting,64.0,196.0,64.0,125.0,4,1
VITAL00759,Blood_Pressure_Systolic,Child,Intense_Exercise,81.0,211.0,71.0,127.0,3,2
VITAL00760,Temperature,Young_Adult,Resting,80.0,167.0,69.0,125.0,3,1
VITAL00761,Blood_Pressure_Diastolic,Middle_Age,Intense_Exercise,52.0,238.0,66.0,162.0,3,1
VITAL00762,Blood_Pressure_Systolic,Infant,Post_Surgery,34.0,180.0,78.0,170.0,4,2
VITAL00763,Oxygen_Saturation,Young_Adult,ICU,79.0,184.0,68.0,179.0,4,2
VITAL00764,Blood_Sugar,Elderly,Intense_Exercise,73.0,222.0,97.0,153.0,3,2
VITAL00765,Oxygen_Saturation,Child,Intense_Exercise,49.0,172.0,95.0,145.0,3,1
VITAL00766,Respiratory_Rate,Middle_Age,Post_Surgery,30.0,188.0,91.0,167.0,3,2
VITAL00767,Temperature,Child,Post_Surgery,53.0,162.0,92.0,131.0,3,1
VITAL00768,Blood_Sugar,Young_Adult,Intense_Exercise,43.0,162.0,96.0,146.0,4,2
VITAL00769,Blood_Sugar,Elderly,Resting,69.0,206.0,75.0,158.0,3,2
VITAL00770,Respiratory_Rate,Child,ICU,47.0,165.0,90.0,145.0,3,2
VITAL00771,Oxygen_Saturation,Very_Elderly,Resting,85.0,207.0,61.0,176.0,4,1
VITAL00772,Blood_Pressure_Diastolic,Middle_Age,Moderate_Exercise,34.0,196.0,73.0,135.0,4,1
VITAL00773,Oxygen_Saturation,Infant,Intense_Exercise,80.0,186.0,80.0,127.0,4,1
VITAL00774,Heart_Rate,Adult,Post_Surgery,41.0,228.0,84.0,140.0,4,2
VITAL00775,Blood_Pressure_Diastolic,Child,ICU,55.0,217.0,84.0,159.0,4,2
VITAL00776,Respiratory_Rate,Adolescent,Intense_Exercise,58.0,235.0,93.0,138.0,4,2
VITAL00777,Heart_Rate,Infant,Post_Surgery,49.0,229.0,92.0,128.0,4,2
VITAL00778,Blood_Pressure_Diastolic,Adult,ICU,76.0,232.0,96.0,123.0,3,2
VITAL00779,Heart_Rate,Adult,Light_Activity,41.0,246.0,68.0,163.0,4,1
VITAL00780,Heart_Rate,Infant,Light_Activity,59.0,242.0,76.0,154.0,3,2
VITAL00781,Temperature,Middle_Age,ICU,65.0,153.0,60.0,157.0,3,1
VITAL00782,Blood_Sugar,Middle_Age,Post_Surgery,57.0,238.0,83.0,121.0,3,1
VITAL00783,Temperature,Child,Resting,51.0,231.0,75.0,151.0,3,1
VITAL00784,Temperature,Very_Elderly,Intense_Exercise,63.0,175.0,99.0,179.0,4,2
VITAL00785,Blood_Pressure_Systolic,Very_Elderly,Moderate_Exercise,73.0,185.0,68.0,126.0,3,1
VITAL00786,Blood_Sugar,Elderly,Intense_Exercise,83.0,217.0,65.0,130.0,4,1
VITAL00787,Oxygen_Saturation,Young_Adult,Moderate_Exercise,38.0,200.0,77.0,145.0,3,1
VITAL00788,Respiratory_Rate,Infant,Light_Activity,80.0,211.0,64.0,129.0,3,2
VITAL00789,Blood_Sugar,Child,Post_Surgery,48.0,221.0,74.0,138.0,4,1
VITAL00790,Respiratory_Rate,Young_Adult,Light_Activity,66.0,225.0,90.0,135.0,4,2
VITAL00791,Blood_Pressure_Systolic,Infant,Intense_Exercise,50.0,204.0,79.0,179.0,4,2
VITAL00792,Oxygen_Saturation,Young_Adult,Post_Surgery,51.0,193.0,64.0,127.0,4,1
VITAL00793,Oxygen_Saturation,Elderly,Moderate_Exercise,56.0,179.0,87.0,159.0,3,2
VITAL00794,Heart_Rate,Young_Adult,Intense_Exercise,88.0,159.0,99.0,132.0,3,1
VITAL00795,Blood_Pressure_Systolic,Child,Resting,72.0,204.0,99.0,170.0,3,1
VITAL00796,Blood_Pressure_Diastolic,Elderly,Post_Surgery,86.0,168.0,82.0,160.0,4,1
VITAL00797,Temperature,Adolescent,Post_Surgery,41.0,249.0,63.0,131.0,3,2
VITAL00798,Temperature,Very_Elderly,ICU,45.0,242.0,71.0,172.0,3,1
VITAL00799,Blood_Pressure_Diastolic,Adolescent,Moderate_Exercise,57.0,157.0,91.0,175.0,3,1
VITAL00800,Temperature,Very_Elderly,Intense_Exercise,41.0,209.0,65.0,150.0,3,2
VITAL00801,Blood_Pressure_Systolic,Young_Adult,Moderate_Exercise,38.0,201.0,84.0,173.0,4,2
VITAL00802,Blood_Sugar,Very_Elderly,Intense_Exercise,44.0,203.0,95.0,145.0,3,1
VITAL00803,Oxygen_Saturation,Elderly,Resting,70.0,160.0,86.0,158.0,3,1
VITAL00804,Blood_Pressure_Systolic,Young_Adult,Resting,35.0,160.0,90.0,175.0,3,1
VITAL00805,Blood_Pressure_Systolic,Elderly,Light_Activity,74.0,157.0,78.0,151.0,4,2
VITAL00806,Heart_Rate,Middle_Age,Light_Activity,66.0,192.0,93.0,166.0,4,1
VITAL00807,Blood_Pressure_Systolic,Child,Moderate_Exercise,64.0,159.0,95.0,142.0,3,1
VITAL00808,Blood_Sugar,Very_Elderly,Resting,77.0,153.0,78.0,179.0,3,2
VITAL00809,Temperature,Adolescent,Intense_Exercise,71.0,163.0,92.0,167.0,4,2
VITAL00810,Heart_Rate,Adolescent,Light_Activity,66.0,231.0,67.0,129.0,3,1
VITAL00811,Blood_Sugar,Very_Elderly,Resting,84.0,238.0,84.0,159.0,3,2
VITAL00812,Oxygen_Saturation,Infant,Intense_Exercise,32.0,164.0,91.0,140.0,4,1
VITAL00813,Temperature,Adult,Intense_Exercise,68.0,176.0,73.0,155.0,4,1
VITAL00814,Respiratory_Rate,Elderly,Moderate_Exercise,39.0,173.0,69.0,150.0,3,1
VITAL00815,Blood_Sugar,Elderly,Moderate_Exercise,87.0,177.0,63.0,169.0,4,1
VITAL00816,Temperature,Adult,Resting,69.0,165.0,91.0,125.0,3,2
VITAL00817,Heart_Rate,Adolescent,ICU,88.0,165.0,61.0,127.0,3,1
VITAL00818,Oxygen_Saturation,Child,ICU,34.0,243.0,67.0,148.0,3,1
VITAL00819,Blood_Pressure_Systolic,Young_Adult,Intense_Exercise,81.0,176.0,71.0,170.0,4,1
VITAL00820,Heart_Rate,Very_Elderly,Light_Activity,35.0,198.0,74.0,165.0,3,1
VITAL00821,Respiratory_Rate,Adult,Moderate_Exercise,37.0,201.0,83.0,151.0,3,2
VITAL00822,Respiratory_Rate,Very_Elderly,Resting,84.0,152.0,94.0,132.0,3,2
VITAL00823,Blood_Pressure_Diastolic,Child,ICU,87.0,191.0,74.0,145.0,4,2
VITAL00824,Blood_Pressure_Diastolic,Adult,Post_Surgery,54.0,241.0,78.0,128.0,3,1
VITAL00825,Temperature,Very_Elderly,Intense_Exercise,65.0,181.0,62.0,124.0,4,2
VITAL00826,Oxygen_Saturation,Adult,Resting,70.0,231.0,74.0,144.0,4,1
VITAL00827,Heart_Rate,Middle_Age,Intense_Exercise,51.0,237.0,94.0,141.0,3,2
VITAL00828,Blood_Sugar,Adolescent,Resting,40.0,175.0,66.0,138.0,3,1
VITAL00829,Oxygen_Saturation,Young_Adult,Resting,39.0,244.0,60.0,136.0,4,2
VITAL00830,Oxygen_Saturation,Child,Light_Activity,50.0,166.0,62.0,170.0,4,2
VITAL00831,Temperature,Elderly,Post_Surgery,59.0,199.0,95.0,124.0,3,1
VITAL00832,Blood_Pressure_Diastolic,Infant,Light_Activity,46.0,203.0,81.0,146.0,3,1
VITAL00833,Blood_Sugar,Adolescent,Post_Surgery,30.0,153.0,65.0,147.0,4,1
VITAL00834,Respiratory_Rate,Elderly,Intense_Exercise,81.0,236.0,71.0,161.0,4,2
VITAL00835,Oxygen_Saturation,Adolescent,Light_Activity,78.0,194.0,92.0,140.0,3,1
VITAL00836,Blood_Sugar,Infant,Intense_Exercise,86.0,207.0,99.0,146.0,4,2
VITAL00837,Blood_Sugar,Child,ICU,30.0,181.0,62.0,152.0,3,2
VITAL00838,Blood_Pressure_Systolic,Young_Adult,Moderate_Exercise,48.0,167.0,91.0,163.0,4,1
VITAL00839,Blood_Pressure_Systolic,Young_Adult,Light_Activity,41.0,183.0,95.0,158.0,4,2
VITAL00840,Respiratory_Rate,Elderly,Post_Surgery,49.0,233.0,98.0,174.0,3,1
VITAL00841,Blood_Sugar,Adult,Post_Surgery,61.0,152.0,85.0,160.0,4,2
VITAL00842,Heart_Rate,Adolescent,Intense_Exercise,32.0,177.0,68.0,145.0,4,1
VITAL00843,Temperature,Young_Adult,Intense_Exercise,38.0,204.0,93.0,147.0,4,1
VITAL00844,Respiratory_Rate,Very_Elderly,Moderate_Exercise,88.0,203.0,94.0,120.0,4,1
VITAL00845,Heart_Rate,Very_Elderly,Light_Activity,42.0,202.0,80.0,137.0,4,2
VITAL00846,Blood_Pressure_Diastolic,Adult,Moderate_Exercise,61.0,176.0,84.0,126.0,3,2
VITAL00847,Respiratory_Rate,Child,Post_Surgery,52.0,178.0,80.0,152.0,4,1
VITAL00848,Heart_Rate,Middle_Age,Moderate_Exercise,43.0,189.0,90.0,161.0,4,1
VITAL00849,Temperature,Elderly,Post_Surgery,32.0,184.0,97.0,130.0,4,2
VITAL00850,Heart_Rate,Very_Elderly,Light_Activity,77.0,247.0,82.0,124.0,4,1
VITAL00851,Respiratory_Rate,Elderly,Resting,45.0,163.0,66.0,172.0,3,2
VITAL00852,Heart_Rate,Child,ICU,31.0,195.0,64.0,164.0,3,1
VITAL00853,Blood_Pressure_Diastolic,Child,Intense_Exercise,89.0,164.0,61.0,143.0,3,1
VITAL00854,Respiratory_Rate,Child,Intense_Exercise,50.0,174.0,81.0,138.0,4,2
VITAL00855,Blood_Pressure_Systolic,Elderly,Post_Surgery,42.0,211.0,97.0,176.0,3,1
VITAL00856,Temperature,Adult,Moderate_Exercise,62.0,205.0,71.0,165.0,3,1
VITAL00857,Heart_Rate,Adolescent,ICU,58.0,178.0,60.0,143.0,3,1
VITAL00858,Temperature,Young_Adult,Post_Surgery,64.0,194.0,64.0,132.0,4,1
VITAL00859,Respiratory_Rate,Young_Adult,Light_Activity,71.0,176.0,83.0,122.0,3,1
VITAL00860,Heart_Rate,Very_Elderly,Resting,89.0,242.0,81.0,124.0,3,1
VITAL00861,Blood_Pressure_Systolic,Adult,Light_Activity,88.0,161.0,87.0,130.0,3,1
VITAL00862,Temperature,Middle_Age,Moderate_Exercise,67.0,211.0,94.0,167.0,3,2
VITAL00863,Oxygen_Saturation,Adult,Intense_Exercise,66.0,213.0,74.0,151.0,4,2
VITAL00864,Blood_Pressure_Systolic,Adolescent,Resting,88.0,229.0,92.0,159.0,3,2
VITAL00865,Blood_Pressure_Systolic,Very_Elderly,Light_Activity,66.0,181.0,69.0,135.0,3,2
VITAL00866,Blood_Pressure_Systolic,Elderly,Post_Surgery,49.0,205.0,86.0,162.0,3,2
VITAL00867,Blood_Pressure_Systolic,Infant,Intense_Exercise,83.0,199.0,79.0,132.0,3,2
VITAL00868,Blood_Sugar,Adolescent,Moderate_Exercise,79.0,228.0,97.0,146.0,3,2
VITAL00869,Blood_Pressure_Diastolic,Young_Adult,Post_Surgery,46.0,223.0,95.0,159.0,3,1
VITAL00870,Oxygen_Saturation,Very_Elderly,ICU,79.0,197.0,86.0,178.0,4,2
VITAL00871,Respiratory_Rate,Elderly,ICU,33.0,220.0,67.0,134.0,3,1
VITAL00872,Respiratory_Rate,Middle_Age,Light_Activity,68.0,222.0,79.0,120.0,3,2
VITAL00873,Blood_Pressure_Diastolic,Young_Adult,Post_Surgery,76.0,159.0,65.0,144.0,4,2
VITAL00874,Blood_Pressure_Systolic,Very_Elderly,ICU,70.0,227.0,70.0,131.0,3,2
VITAL00875,Heart_Rate,Infant,Moderate_Exercise,57.0,202.0,78.0,148.0,3,1
VITAL00876,Temperature,Adult,Resting,52.0,209.0,75.0,173.0,3,2
VITAL00877,Temperature,Adult,Post_Surgery,50.0,208.0,99.0,120.0,4,2
VITAL00878,Blood_Pressure_Diastolic,Adult,Intense_Exercise,66.0,174.0,75.0,152.0,3,2
VITAL00879,Blood_Sugar,Adult,ICU,32.0,216.0,70.0,162.0,4,1
VITAL00880,Blood_Sugar,Child,Resting,34.0,174.0,97.0,172.0,4,2
VITAL00881,Blood_Sugar,Infant,Light_Activity,58.0,219.0,81.0,128.0,4,1
VITAL00882,Oxygen_Saturation,Adult,Intense_Exercise,43.0,233.0,64.0,126.0,4,2
VITAL00883,Respiratory_Rate,Infant,ICU,85.0,227.0,74.0,136.0,4,2
VITAL00884,Blood_Pressure_Systolic,Elderly,Resting,45.0,170.0,70.0,123.0,3,2
VITAL00885,Blood_Sugar,Elderly,Post_Surgery,31.0,240.0,90.0,166.0,4,2
VITAL00886,Blood_Pressure_Diastolic,Adult,Intense_Exercise,37.0,154.0,81.0,162.0,3,2
VITAL00887,Blood_Pressure_Diastolic,Child,Resting,77.0,219.0,97.0,126.0,4,1
VITAL00888,Blood_Sugar,Elderly,Light_Activity,32.0,238.0,80.0,150.0,4,1
VITAL00889,Respiratory_Rate,Infant,ICU,71.0,229.0,81.0,170.0,3,1
VITAL00890,Respiratory_Rate,Adolescent,Resting,41.0,195.0,60.0,145.0,4,1
VITAL00891,Temperature,Middle_Age,Resting,54.0,153.0,77.0,179.0,3,2
VITAL00892,Temperature,Adolescent,Light_Activity,36.0,166.0,65.0,161.0,4,1
VITAL00893,Respiratory_Rate,Child,Intense_Exercise,31.0,162.0,91.0,132.0,3,1
VITAL00894,Blood_Pressure_Diastolic,Adult,Resting,83.0,239.0,97.0,151.0,4,2
VITAL00895,Heart_Rate,Adult,Intense_Exercise,46.0,233.0,74.0,179.0,3,1
VITAL00896,Heart_Rate,Middle_Age,Post_Surgery,33.0,222.0,92.0,178.0,4,1
